epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec
1,0.634204820520788,0.7827648114901257,0.716262138199995,0.2816405589210576,0.9224137931034483,0.8917099081703042,2e-05,32.75441241264343
2,0.16654055248578103,0.9443447037701975,0.9219433876507888,0.17479318560197435,0.9224137931034483,0.8812121212121212,2e-05,32.67283892631531
3,0.04859159932316313,0.9946140035906643,0.9923517232980148,0.13640017023888126,0.9568965517241379,0.9399685838112001,2e-05,32.35502290725708
4,0.024707432251082503,0.9964093357271095,0.9949025974025973,0.07991912588477135,0.9655172413793104,0.9535662738175589,2e-05,32.32965850830078
5,0.00816704401381889,1.0,1.0,0.07362032553245282,0.9741379310344828,0.963905529953917,2e-05,32.52737855911255
6,0.004694467184720712,1.0,1.0,0.0747660082957611,0.9568965517241379,0.9426617829889693,2e-05,32.35741329193115
7,0.0031728151507668958,1.0,1.0,0.06487812771429789,0.9741379310344828,0.9632575757575758,2e-05,32.53136587142944
8,0.002335589432159248,1.0,1.0,0.07134384673955882,0.9655172413793104,0.9507352941176471,2e-05,32.608957052230835
9,0.0020399314190028654,1.0,1.0,0.070520215402839,0.9568965517241379,0.9414450616963468,2e-05,32.46898126602173
10,0.0016510773126597732,1.0,1.0,0.06499749622789436,0.9741379310344828,0.9632575757575758,2e-05,32.51037073135376
11,0.0014223137565702868,1.0,1.0,0.07020526711732664,0.9655172413793104,0.9544609894750827,2e-05,32.6422016620636
12,0.001205799354180105,1.0,1.0,0.07444639638034177,0.9568965517241379,0.9388994307400379,2e-05,32.74366903305054
13,0.001033062542411641,1.0,1.0,0.06516016297973692,0.9741379310344828,0.9669387078351541,2e-05,32.63013243675232
14,0.0008961425386068262,1.0,1.0,0.06810901165490263,0.9655172413793104,0.9535662738175589,2e-05,32.7291784286499
15,0.0008229230165534236,1.0,1.0,0.0615052860711926,0.9827586206896551,0.9757352941176471,2e-05,33.279303550720215
16,0.0007329470267113051,1.0,1.0,0.07214399146574453,0.9655172413793104,0.9535662738175589,2e-05,32.69694375991821
17,0.0006970075468860459,1.0,1.0,0.06084889639971842,0.9827586206896551,0.9757352941176471,2e-05,32.711068630218506
18,0.0006182767720215852,1.0,1.0,0.06534435999868758,0.9741379310344828,0.9669387078351541,2e-05,32.686240911483765
19,0.0005586120605977048,1.0,1.0,0.056872443661318516,0.9827586206896551,0.9757352941176471,2e-05,32.503939628601074
20,0.0004998943581382946,1.0,1.0,0.05943458725634063,0.9827586206896551,0.9757352941176471,2e-05,32.66267943382263
21,0.0004712842465767092,1.0,1.0,0.07121599655084569,0.9568965517241379,0.9417365096538287,2e-05,32.66535472869873
22,0.00043172427892845453,1.0,1.0,0.07614730767793311,0.9655172413793104,0.9535662738175589,2e-05,32.59981822967529
23,0.0004033488253078422,1.0,1.0,0.06390777374778328,0.9741379310344828,0.9669387078351541,2e-05,32.59075951576233
24,0.00036058774702016875,1.0,1.0,0.0681484558535258,0.9741379310344828,0.9669387078351541,2e-05,32.67368793487549
25,0.00035880607201908404,1.0,1.0,0.07408311310754126,0.9568965517241379,0.9417365096538287,2e-05,32.903730392456055
26,0.00033735071597963613,1.0,1.0,0.07518350167986776,0.9568965517241379,0.9417365096538287,2e-05,32.777364015579224
27,0.0003028494786931774,1.0,1.0,0.07480889980697297,0.9568965517241379,0.9417365096538287,2e-05,32.77122163772583
28,0.00028005231103293024,1.0,1.0,0.07151765199699278,0.9655172413793104,0.9551089436714241,2e-05,32.59965419769287
