epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec
1,1.4318176167657601,0.45960502692998206,0.2600245420572714,1.1801102757453918,0.6120689655172413,0.39183709538958744,0.001,8.515427350997925
2,1.1060592593153675,0.5816876122082585,0.4382293871947908,0.926019456879846,0.6896551724137931,0.5592809629394996,0.001,7.971638917922974
3,0.9063086755827898,0.696588868940754,0.5978559695687804,0.7597502716656389,0.7413793103448276,0.6540441919752265,0.001,8.099975824356079
4,0.7877529770724435,0.7450628366247756,0.6569357753723966,0.6900303137713465,0.7931034482758621,0.7153691184878754,0.001,8.012291669845581
5,0.7039892893933308,0.7540394973070018,0.6833306732185374,0.6191684850331011,0.8275862068965517,0.7811313131313131,0.001,8.011890411376953
6,0.6630938253240054,0.8043087971274686,0.7399713248955845,0.572382877612936,0.8017241379310345,0.7375,0.001,8.018715858459473
7,0.6088854974433379,0.7917414721723519,0.7281986527070649,0.550305433314422,0.8103448275862069,0.7462185339413062,0.001,8.015522480010986
8,0.5559564211424206,0.8204667863554758,0.7604891453941388,0.5013875704387138,0.8448275862068966,0.8069188248398774,0.001,8.14257550239563
9,0.5343356239517458,0.8204667863554758,0.7731056403970431,0.5002903958846783,0.8620689655172413,0.801155240804164,0.001,8.099780559539795
10,0.5110205866704082,0.8204667863554758,0.7616781260982327,0.4559303953729827,0.8879310344827587,0.8559963903410506,0.001,8.163139820098877
11,0.4893877840127722,0.8258527827648114,0.7709398383727286,0.500478836996802,0.7672413793103449,0.6863940183527811,0.001,8.26798391342163
12,0.4539795260027024,0.8456014362657092,0.8039757305887546,0.4162249308207939,0.8706896551724138,0.8346183446183446,0.001,8.181769609451294
13,0.4191034543771076,0.8725314183123878,0.8351271447848155,0.44144231903141945,0.8103448275862069,0.767001443001443,0.001,8.163820028305054
14,0.48845797723670836,0.8312387791741472,0.7877875573954005,0.41278760803156883,0.853448275862069,0.8131503267973856,0.001,7.928884506225586
15,0.4648151269292917,0.8473967684021544,0.8061957819434614,0.42044032236625406,0.8275862068965517,0.7802029761755434,0.001,8.078782320022583
16,0.41970948882976167,0.8689407540394973,0.8330085279256606,0.3915745112402686,0.853448275862069,0.823631954332733,0.001,8.095999717712402
17,0.3863430133948848,0.8635547576301615,0.8292210577924864,0.3919212879805729,0.8879310344827587,0.846722209829006,0.001,7.946071624755859
18,0.3803409195673958,0.8850987432675045,0.8499036803202952,0.4170498416341584,0.8362068965517241,0.7936446695067384,0.001,8.201396226882935
19,0.393385931715717,0.8779174147217235,0.8386559588837983,0.3664152560562923,0.8879310344827587,0.8707244862417276,0.001,7.890132665634155
20,0.3934051738500167,0.8850987432675045,0.8541285030668172,0.36332806122714073,0.896551724137931,0.8723510459565226,0.001,8.171264410018921
21,0.35314781324439676,0.8833034111310593,0.8500641182091837,0.360131305867228,0.8793103448275862,0.8507627211062401,0.001,8.10910701751709
22,0.3715675396165899,0.8779174147217235,0.8467623871611731,0.3604395944496681,0.8706896551724138,0.8498911529083942,0.001,8.056641817092896
23,0.3570394610160129,0.8940754039497307,0.8690235312896029,0.36465707318536167,0.8706896551724138,0.8470095929478869,0.001,8.141805410385132
24,0.37836069403687755,0.874326750448833,0.843279842352531,0.3591311101255746,0.8620689655172413,0.8397888137271077,0.001,7.934331178665161
25,0.36737071408403627,0.874326750448833,0.8434116085396308,0.34888051809935733,0.8879310344827587,0.8659271248706348,0.001,7.999253511428833
26,0.338516407102828,0.895870736086176,0.8645097610521602,0.3390477104433652,0.896551724137931,0.8778393656863284,0.001,8.260905742645264
27,0.35588874150221395,0.8779174147217235,0.8424762047962332,0.3419322371482849,0.8879310344827587,0.8631913455037188,0.001,8.43548059463501
28,0.3259064924353115,0.8868940754039497,0.8538891743584628,0.31087289082592934,0.9051724137931034,0.8853185589240355,0.001,8.219685316085815
29,0.3343170135410727,0.8940754039497307,0.8711524208205402,0.3426471794473714,0.896551724137931,0.8687989836299176,0.001,8.323002576828003
30,0.33203861786176314,0.895870736086176,0.8648800654704987,0.3660193517290313,0.8706896551724138,0.8406662236217473,0.001,8.161929607391357
31,0.31554328598068687,0.8922800718132855,0.86295713525647,0.3381564627433645,0.9051724137931034,0.8833697507681804,0.001,8.24602198600769
