epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec
1,0.69046311452316,0.7755834829443446,0.7133077310640215,0.3858446355523734,0.8793103448275862,0.8424851470368712,0.001,27.320311069488525
2,0.23821896881774685,0.940754039497307,0.917665780107398,0.3086976059551897,0.9051724137931034,0.8829498344792462,0.001,22.76190948486328
3,0.1738697986788981,0.9497307001795332,0.9299634909946917,0.2757483792716059,0.896551724137931,0.8695541125541124,0.001,22.98318123817444
4,0.16203485129658582,0.9551166965888689,0.9369189575066936,0.24787821235327884,0.896551724137931,0.8709718820079351,0.001,22.75282096862793
5,0.13514533842273418,0.9622980251346499,0.9487550499620301,0.24491726118942786,0.9051724137931034,0.8835186015755274,0.001,23.044864654541016
6,0.11772676146651084,0.9658886894075404,0.9541166919833634,0.22552988858058534,0.9137931034482759,0.8948578000115003,0.001,23.63283920288086
7,0.09503595608569133,0.9784560143626571,0.9695899208294818,0.22830095989950772,0.9224137931034483,0.9071069518716577,0.001,23.380099534988403
8,0.0959493316696619,0.9712746858168761,0.9598747976580189,0.20916118806806103,0.9137931034482759,0.8948578000115003,0.001,23.335708379745483
9,0.08543397010014772,0.9802513464991023,0.97368910745618,0.21178185323189044,0.9310344827586207,0.9199411764705883,0.001,23.802438735961914
10,0.07192996638547797,0.9820466786355476,0.9743510990665462,0.21269191441864804,0.9224137931034483,0.9066225058938532,0.001,24.146413326263428
11,0.06359890090131086,0.9856373429084381,0.9795391330523782,0.20670273591732158,0.9310344827586207,0.9192281639928698,0.001,24.130616664886475
12,0.06268019326820408,0.9874326750448833,0.9821757668962207,0.2031441916679514,0.9310344827586207,0.9199411764705883,0.001,22.965981245040894
13,0.06090120247546817,0.9856373429084381,0.9797286293888897,0.20439225640790215,0.9310344827586207,0.9199411764705883,0.001,23.538976669311523
14,0.049302209469638564,0.9964093357271095,0.9949042518662772,0.19736786340845042,0.9224137931034483,0.9071069518716577,0.001,23.06677222251892
15,0.04872533135263239,0.992818671454219,0.9897539280612907,0.18346702024854464,0.9310344827586207,0.9199411764705883,0.001,23.07827138900757
16,0.04799682252724359,0.992818671454219,0.989748284815402,0.18562702783222856,0.9310344827586207,0.9199411764705883,0.001,23.024791717529297
17,0.04471666910944764,0.9964093357271095,0.9948992852501624,0.19119650228270169,0.9224137931034483,0.9071069518716577,0.001,23.720011234283447
18,0.033763066054567616,0.9964093357271095,0.9949658165924857,0.18731660627085586,0.9310344827586207,0.9199411764705883,0.001,23.526038885116577
19,0.036099798121293956,0.9964093357271095,0.9956505538920781,0.17642712695845242,0.9224137931034483,0.9081865332643322,0.001,23.015588998794556
20,0.046441117595861156,0.9910233393177738,0.987191383317836,0.16693031787872314,0.9310344827586207,0.9199411764705883,0.001,22.749849796295166
21,0.03668558859739526,0.992818671454219,0.9897985705003249,0.16907100096858782,0.9310344827586207,0.9199411764705883,0.001,22.84126043319702
22,0.036019818519561465,0.9964093357271095,0.9948016817165286,0.17878531022318478,0.9310344827586207,0.9199411764705883,0.001,22.75238847732544
